WEO Country Group Code,WEO Subject Code,Country Group Name,Subject Descriptor,Subject Notes,Units,Scale,Country/Series-specific Notes,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,Estimates Start After
205,TX_RPCH,Latin America and the Caribbean,Volume of exports of goods and services,,Percent change,,,n/a,n/a,n/a,6.712,6.742,0.123,-0.101,4.277,10.459,5.488,3.992,3.159,7.281,8.035,10.554,13.78,7.788,9.975,6.707,3.913,8.971,1.967,1.549,4.857,10.669,7.766,5.726,2.833,0.048,-9.449,10.43,5.822,3.011,1.23,1.467,4.369,2.718,3.74,3.484,0.82,-9.609,8.108,8.709,2.782,4.485,3.375,3.668,3.224,3.289,
205,TXG_RPCH,Latin America and the Caribbean,Volume of exports of goods,,Percent change,,,n/a,n/a,n/a,4.103,8.131,6.016,0.664,6.704,18.2,6.755,5.029,4.677,7.821,12.583,9.945,14.045,8.63,10.592,6.568,3.65,8.965,2.271,1.265,4.988,11.422,8.017,6.033,2.391,0.166,-9.839,11.362,6.37,2.759,0.938,1.158,3.787,1.977,3.979,3.627,0.324,-5.629,6.848,7.384,2.306,4.315,3.271,3.599,3.094,3.168,
205,TTPCH,Latin America and the Caribbean,Terms of trade of goods and services,,Percent change,,,n/a,n/a,n/a,-5.162,0.946,-5.193,-12.619,3.966,-2.786,0.202,3.119,-3.893,-3.467,3.013,3.926,4.179,1.225,3.11,-2.628,1.585,6.916,-3.574,0.851,2.651,2.286,3.312,6.419,3.524,3.65,-5.092,7.438,5.013,-1.71,-1.135,-2.559,-7.864,0.259,3.713,-0.488,-0.649,1.4,4.448,-2.062,1.136,-0.635,-0.799,-0.508,-0.438,-0.493,
205,TTTPCH,Latin America and the Caribbean,Terms of trade of goods,,Percent change,,,n/a,n/a,n/a,n/a,n/a,-4.805,-12.245,2.062,-7.164,1.412,0.132,-5.158,-6.532,0.754,6.483,6.977,1.289,2.422,-3.539,3.931,7.69,-3.462,1.638,2.728,2.332,3.646,6.527,3.98,4.293,-5.204,7.362,5.132,-1.724,-1.512,-2.703,-8.969,0.825,4.358,-0.217,-0.705,1.429,4.889,-2.711,0.61,-0.726,-0.787,-0.484,-0.445,-0.505,
205,TXGM_D,Latin America and the Caribbean,Export price of manufactures,,"U.S. dollars; index, 2000=100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,TXGM_DPCH,Latin America and the Caribbean,Export price of manufactures,,U.S. dollars; annual percent change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,LUR,Latin America and the Caribbean,Unemployment rate,,Percent of total labor force,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,LE,Latin America and the Caribbean,Employment,,"Index, 2000=100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,GGR_NGDP,Latin America and the Caribbean,General government revenue,"Revenue consists of taxes, social contributions, grants receivable, and other revenue. Revenue increases government's net worth, which is the difference between its assets and liabilities (GFSM 2001, paragraph 4.20). Note: Transactions that merely change the composition of the balance sheet do not change the net worth position, for example, proceeds from sales of nonfinancial and financial assets or incurrence of liabilities.",Percent of GDP,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,25.917,25.564,24.775,23.981,23.561,23.329,23.695,25.438,25.97,27.438,28.129,28.519,30.569,28.371,30.282,30.675,30.524,29.993,28.857,28.064,28.813,28.733,28.524,28.892,27.176,28.71,30.21,28.461,28.536,28.516,28.545,28.633,28.685,
205,GGX_NGDP,Latin America and the Caribbean,General government total expenditure,"Total expenditure consists of total expense and the net acquisition of nonfinancial assets. Note: Apart from being on an accrual basis, total expenditure differs from the GFSM 1986 definition of total expenditure in the sense that it also takes the disposals of nonfinancial assets into account.",Percent of GDP,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,28.9,28.744,29.238,28.115,26.423,26.394,26.525,28.163,27.081,28.524,29.385,29.621,31.537,31.969,32.94,33.264,33.264,33.163,33.618,34.359,34.545,33.805,33.498,32.936,35.93,33.168,34.08,33.629,32.935,32.168,31.752,31.568,31.407,
205,GGXCNL_NGDP,Latin America and the Caribbean,General government net lending/borrowing,"Net lending (+)/ borrowing (-) is calculated as revenue minus total expenditure. This is a core GFS balance that measures the extent to which general government is either putting financial resources at the disposal of other sectors in the economy and nonresidents (net lending), or utilizing the financial resources generated by other sectors and nonresidents (net borrowing). This balance may be viewed as an indicator of the financial impact of general government activity on the rest of the economy and nonresidents (GFSM 2001, paragraph 4.17). Note: Net lending (+)/borrowing (-) is also equal to net acquisition of financial assets minus net incurrence of liabilities.",Percent of GDP,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-2.984,-3.18,-4.464,-4.134,-2.862,-3.065,-2.83,-2.725,-1.111,-1.086,-1.256,-1.102,-0.968,-3.598,-2.659,-2.588,-2.74,-3.17,-4.761,-6.295,-5.732,-5.073,-4.974,-4.044,-8.754,-4.458,-3.869,-5.168,-4.398,-3.652,-3.208,-2.935,-2.722,
205,GGSB_NPGDP,Latin America and the Caribbean,General government structural balance,,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,GGXONLB_NGDP,Latin America and the Caribbean,General government primary net lending/borrowing,Primary net lending/borrowing is net lending (+)/borrowing (-) plus net interest payable/paid (interest expense minus interest revenue).,Percent of GDP,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.01,0.461,-0.129,0.421,1.286,1.229,-0.247,1.769,2.65,2.951,2.568,2.448,2.319,-0.306,0.563,0.853,0.277,-0.175,-1.476,-2.085,-2.013,-1.261,-1.338,-0.451,-5.494,-1.046,0.012,-0.899,0.071,0.424,0.759,0.994,1.206,
205,GGXWDN_NGDP,Latin America and the Caribbean,General government net debt,"Net debt is calculated as gross debt minus financial assets corresponding to debt instruments. These financial assets are: monetary gold and SDRs, currency and deposits, debt securities, loans, insurance, pension, and standardized guarantee schemes, and other accounts receivable.",Percent of GDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,GGXWDG_NGDP,Latin America and the Caribbean,General government gross debt,"Gross debt consists of all liabilities that require payment or payments of interest and/or principal by the debtor to the creditor at a date or dates in the future. This includes debt liabilities in the form of SDRs, currency and deposits, debt securities, loans, insurance, pensions and standardized guarantee schemes, and other accounts payable. Thus, all liabilities in the GFSM 2001 system are debt, except for equity and investment fund shares and financial derivatives and employee stock options. Debt can be valued at current market, nominal, or face values (GFSM 2001, paragraph 7.110).",Percent of GDP,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,46.226,47.856,58.485,58.775,54.769,50.451,47.593,46.279,46.11,48.962,48.032,48.105,48.269,49.47,51.439,57.369,61.012,63.296,67.068,67.945,76.85,71.561,69.402,68.206,68.935,69.689,69.909,69.885,69.739,
205,BCA,Latin America and the Caribbean,Current account balance,"Current account is all transactions other than those in financial and capital items. The major classifications are goods and services, income and current transfers. The focus of the BOP is on transactions (between an economy and the rest of the world) in goods, services, and income. Data for the world total reflects errors, omissions, and asymmetries in balance of payments statistics on current account, as well as the exclusion of data for international organizations and a limited number of countries. Calculated as the sum of the balance of individual countries.",U.S. dollars,Billions,,-28.908,-45.3,-37.622,0.277,5.824,2.181,-15.046,-5.603,-9.705,-6.797,-4.006,-23.71,-45.914,-55.962,-64.366,-37.795,-38.606,-66.974,-90.478,-56.374,-49.155,-53.569,-15.229,12.499,23.203,35.461,50.542,7.273,-43.592,-35.363,-106.861,-124.529,-158.65,-181.267,-198.708,-181.974,-109.295,-99.094,-146.035,-112.216,-15.469,-102.822,-141.59,-111.779,-112.226,-115.315,-118.26,-120.896,-125.354,
205,BCA_NGDPD,Latin America and the Caribbean,Current account balance,,Percent of GDP,,,-3.398,-4.93,-4.99,0.04,0.81,0.282,-1.962,-0.69,-1.06,-0.66,-0.348,-1.919,-3.394,-3.672,-3.7,-2.022,-1.901,-3.01,-4.042,-2.81,-2.237,-2.5,-0.8,0.645,1.043,1.311,1.592,0.193,-0.994,-0.872,-2.112,-2.131,-2.65,-2.993,-3.308,-3.576,-2.228,-1.815,-2.745,-2.155,-0.354,-2.035,-2.456,-1.768,-1.695,-1.674,-1.642,-1.601,-1.578,
205,BM,Latin America and the Caribbean,Imports of goods and services,,U.S. dollars,Billions,,129.738,147.052,119.667,86.655,90.456,91.709,93.289,102.35,118.579,129.479,148.001,171.133,204.789,225.802,258.53,281.904,311.473,367.872,387.803,374.6,434.288,426.887,399.275,412.946,499.579,593.279,699.633,841.119,"1,018.41",792.872,"1,019.72","1,249.59","1,322.88","1,362.78","1,360.53","1,212.89","1,113.83","1,213.48","1,332.13","1,292.37","1,064.90","1,435.76","1,741.46","1,761.21","1,850.67",n/a,n/a,n/a,n/a,
205,BX,Latin America and the Caribbean,Exports of goods and services,,U.S. dollars,Billions,,119.249,129.855,119.486,118.706,130.234,124.656,106.463,121.145,136.63,151.739,169.349,169.257,178.854,191.161,217.821,269.091,299.189,330.823,329.362,348.445,416.751,401.402,406.33,442.886,543.558,655.813,778.283,880.341,"1,019.80",804.391,"1,005.05","1,240.90","1,279.67","1,275.80","1,254.06","1,090.13","1,062.05","1,183.40","1,277.84","1,255.07","1,081.87","1,384.00","1,644.58","1,688.55","1,783.72",n/a,n/a,n/a,n/a,
205,BF,Latin America and the Caribbean,Financial account balance,,U.S. dollars,Billions,,-40.167,-52.357,-43.291,-2.227,0.375,-3.584,-15.527,-5.621,-9.94,-5.686,4.607,-11.322,-32.927,-47.501,-55.727,-36.266,-50.94,-83.758,-97.77,-57.91,-47.724,-62.95,-14.862,11.045,22.96,42.841,56.692,14.678,-35.876,-30.36,-120.865,-139.212,-171.736,-200.083,-208.46,-197.634,-112.927,-111.964,-163.328,-122.98,-6.743,-106.4,-155.633,-113.519,-115.043,n/a,n/a,n/a,n/a,
205,BFD,Latin America and the Caribbean,"Direct investment, net",,U.S. dollars,Billions,,-5.636,-8.519,-6.587,-5.01,-4.064,-5.828,-3.958,-4.989,-8.359,-7.301,-7.058,-11.364,-13.205,-8.718,-23.586,-24.751,-40.322,-58.342,-62.449,-81.417,-72.06,-68.034,-51.801,-38.093,-48.22,-56.607,-29.834,-91.286,-104.094,-70.978,-104.385,-152.49,-162.202,-151.017,-140.898,-133.337,-124.793,-121.131,-148.617,-114.934,-93.796,-101.708,-145.909,-127.893,-135.088,n/a,n/a,n/a,n/a,
205,BFP,Latin America and the Caribbean,"Portfolio investment, net",,U.S. dollars,Billions,,-1.134,-2.389,-4.189,-0.821,-0.199,1.384,2.252,1.598,-1.232,-2.762,6.25,-14.968,-27.936,-48.323,-70.143,-4.541,-49.617,-31.586,-26.058,-4.229,-1.873,1.641,16.183,3.984,15.228,1.807,9.014,-43.244,-8.794,-28.24,-97.512,-103.296,-82.207,-98.837,-108.211,-50.772,-50.46,-39.257,-14.19,1.491,1.748,-7.781,11.107,1.825,-9.523,n/a,n/a,n/a,n/a,
205,BFF,Latin America and the Caribbean,"Financial derivatives, net",,U.S. dollars,Billions,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.495,1.378,3.778,-2.54,0.708,5.448,2.354,1.802,6.768,1.439,-2.914,3.944,4.025,4.891,5.72,2.034,2.444,0.653,0.544,n/a,n/a,n/a,n/a,
205,BFO,Latin America and the Caribbean,"Other investment, net",,U.S. dollars,Billions,,-32.455,-40.095,-12.354,4.589,-3.966,0.632,-4.939,-7.899,6.559,3.732,-10.668,-2.218,-14.1,-11.451,48.487,-27.501,27.037,4.074,-0.143,33.965,22.18,0.588,17.806,14.453,32.087,57.67,23.75,19.555,33.71,19.479,-8.865,2.888,11.196,35.432,-5.895,13.849,44.161,27.285,-18.471,18.342,63.45,-48.688,-1.75,4.37,11.577,n/a,n/a,n/a,n/a,
205,BFRA,Latin America and the Caribbean,Change in reserves,,U.S. dollars,Billions,,-1.149,-1.319,-20.134,-0.964,8.852,0.266,-9.08,5.676,-6.864,0.725,16.076,17.093,22.285,21.026,-10.465,20.549,11.894,2.073,-9.521,-6.273,3.681,2.148,2.41,30.654,23.074,39.484,53.174,128.214,39.617,52.185,89.272,108.304,59.061,12.493,39.824,-28.848,21.013,17.071,13.84,-32.674,16.149,49.786,-21.452,7.573,17.466,n/a,n/a,n/a,n/a,
205,D,Latin America and the Caribbean,"External debt, total",,U.S. dollars,Billions,,225.697,280.827,322.254,336.688,351.184,358.945,376.876,417.586,405.612,404.081,434.462,451.418,470.637,508.675,557.533,616.524,646.935,678.186,761.458,789.391,799.083,808.007,807.888,841.405,844.1,791.585,850.608,975.498,"1,039.53","1,107.22","1,322.89","1,486.15","1,709.64","1,864.67","2,060.59","2,049.79","2,147.78","2,248.99","2,339.78","2,401.74","2,428.89","2,519.67","2,587.10","2,652.53","2,731.17",n/a,n/a,n/a,n/a,
205,D_NGDPD,Latin America and the Caribbean,"External debt, total",,Percent of GDP,,,23.391,32.321,59.142,67.236,67.502,66.794,60.936,80.382,82.128,100.366,59.927,54.383,53.342,59.913,39.01,35.395,32.23,31.73,35.902,40.101,37.86,37.988,46.781,42.605,36.565,29.027,26.514,25.095,27.45,25.847,25.589,27.405,29.022,32.57,37.383,45.422,43.991,42.444,47.45,47.778,55.515,51.839,46.816,43.299,42.243,n/a,n/a,n/a,n/a,
205,D_BX,Latin America and the Caribbean,"External debt, total",,Percent of exports of goods and services,,,195.575,223.863,278.772,291.823,276.603,296.347,368.09,357.333,306.281,273.808,263.556,276.255,273.435,277.585,266.962,238.781,224.471,213.051,240.302,234.428,194.2,203.772,198.392,189.556,154.913,120.398,109.009,110.541,101.696,137.339,131.368,119.544,133.383,145.924,164.314,188.031,202.231,190.045,183.104,191.363,224.508,182.057,157.311,157.09,153.117,n/a,n/a,n/a,n/a,
205,DS,Latin America and the Caribbean,"External debt, total debt service",,U.S. dollars,Billions,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,247.403,254.807,258.147,249.628,308.212,345.434,300.786,295.439,344.259,388.699,353.4,380.003,437.437,491.891,522.331,577.627,562.489,562.026,581.542,637.527,649.793,597.643,605.592,628.643,634.312,n/a,n/a,n/a,n/a,
205,DS_NGDPD,Latin America and the Caribbean,"External debt, total debt service",,Percent of GDP,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,14.179,13.52,9.959,8.137,9.76,9.819,7.309,7.381,7.957,9.077,9.779,13.333,11.884,10.85,12.224,13.048,15.089,12.488,11.268,10.509,9.994,n/a,n/a,n/a,n/a,
205,DS_BX,Latin America and the Caribbean,"External debt, total debt service",,Percent of exports of goods and services,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,61.819,58.194,42.631,36.834,37.621,52.485,37.797,33.366,37.158,41.574,44.446,55.074,54.557,49.038,46.868,51.735,60.581,43.595,37.288,37.702,36.021,n/a,n/a,n/a,n/a,
205,DSI,Latin America and the Caribbean,"External debt, total debt service, interest",,U.S. dollars,Billions,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,46.802,53.381,47.728,49.486,50.248,44.133,43.949,49.372,56.791,59.806,63.426,66.394,69.068,79.909,91.255,97.662,86.774,77.241,89.01,94.427,99.711,n/a,n/a,n/a,n/a,
205,DSI_NGDPD,Latin America and the Caribbean,"External debt, total debt service, interest",,Percent of GDP,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.086,1.958,1.491,1.303,1.136,1.078,0.861,0.837,0.948,0.986,1.056,1.305,1.408,1.464,1.715,1.876,1.985,1.529,1.544,1.494,1.506,n/a,n/a,n/a,n/a,
205,DSI_BX,Latin America and the Caribbean,"External debt, total debt service, interest",,Percent of exports of goods and services,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,13.867,19.39,13.644,12.879,11.104,10.314,9.369,8.963,6.758,6.165,5.486,5.95,4.697,4.333,4.814,5.051,5.397,6.33,6.699,6.972,7.355,7.925,8.09,5.634,5.481,5.663,5.662,n/a,n/a,n/a,n/a,
205,DSP,Latin America and the Caribbean,"External debt, total debt service, amortization",,U.S. dollars,Billions,,20.435,27.539,25.505,18.63,15.461,16.326,30.853,29.772,37.164,54.033,35.882,47.611,58.025,62.686,112.387,110.62,135.114,145.014,149.47,149.858,200.263,211.957,220.048,213.729,269.022,296.09,260.436,249.901,301.513,348.848,316.307,341.641,388.553,436.312,463.622,516.765,498.693,485.715,493.577,542.899,566.004,521.876,518.05,536.554,537.401,n/a,n/a,n/a,n/a,
205,DSP_NGDPD,Latin America and the Caribbean,"External debt, total debt service, amortization",,Percent of GDP,,,2.366,2.951,3.331,2.673,2.129,2.095,3.981,3.619,4.011,5.193,3.086,3.806,4.234,4.059,6.374,5.835,6.561,6.429,6.583,7.361,8.998,9.774,11.454,10.933,11.992,10.859,8.137,6.58,6.814,8.521,6.193,5.789,6.485,7.197,7.718,10.154,10.166,8.897,9.277,10.426,12.947,10.329,8.988,8.487,8.119,n/a,n/a,n/a,n/a,
205,DSP_BX,Latin America and the Caribbean,"External debt, total debt service, amortization",,Percent of exports of goods and services,,,n/a,n/a,n/a,n/a,n/a,n/a,33.554,28.389,30.826,40.829,21.741,29.041,33.613,33.97,53.407,42.573,46.599,45.268,46.885,44.484,48.447,53.234,54.456,48.574,49.893,45.532,33.71,28.592,29.759,43.545,31.515,27.675,30.429,34.246,37.038,47.51,47.06,41.124,38.704,43.345,52.387,37.768,31.557,31.834,30.181,n/a,n/a,n/a,n/a,
205,PALLFNFW,Latin America and the Caribbean,Commodity Price Index includes both Fuel and Non-Fuel Price Indices,,"Index, 2016=100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PNFUELW,Latin America and the Caribbean,Commodity Non-Fuel Price Index includes Food and Beverages and Industrial Inputs Price Indices,,"Index, 2016=100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PINDUW,Latin America and the Caribbean,Commodity Industrial Inputs Price Index includes Agricultural Raw Materials and Metals Price Indices,,"Index, 2016=100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,POILAPSP,Latin America and the Caribbean,"Crude Oil (petroleum), simple average of three spot prices; Dated Brent, West Texas Intermediate, and the Dubai Fateh, US$ per barrel","The APSP denotes an equally weighted average of three crude oil spot prices West Texas Intermediate ( WTI ), Dated Brent ( Brent ), and Dubai Fateh ( Dubai ). The prices of these crude oils tend to move together according to the inequality WTI > Brent > Dubai. Their price differentials reflect differences in American Petroleum Institute (API) measure of gravity, sulfur content, and overall weight. The WTI spot price refers to the physical delivery price for a barrel of WTI deliverable to Cushing, Oklahoma. The WTI price is frequently mentioned in the financial press, and is often described as the  headline  oil price. The Brent spot price is the physical delivery price for a barrel of either Dated Brent (UK), Forties (Norway), or Oseberg (Norway) to Sullom Voe, United Kingdom (in the Shetland Islands). The Dubai Fateh spot price refers to the physical price for a barrel of Dubai Fateh deliverable in the Arabian Gulf at Dubai, United Arab Emirates.",U.S. dollars,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,POILBRE,Latin America and the Caribbean,"Crude Oil (petroleum),  Dated Brent, light blend 38 API, fob U.K., US$ per barrel",,U.S. dollars,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,POILDUB,Latin America and the Caribbean,"Oil; Dubai, medium, Fateh 32 API, fob Dubai Crude Oil (petroleum), Dubai Fateh Fateh 32 API, US$ per barrel",,U.S. dollars,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,POILWTI,Latin America and the Caribbean,"Crude Oil (petroleum), West Texas Intermediate 40 API, Midland Texas, US$ per barrel",,U.S. dollars,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PNRGW,Latin America and the Caribbean,"Commodity Fuel (energy) Index includes Crude oil (petroleum), Natural Gas, and Coal Price Indices",,"Index, 2016=100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,POILAPSPW,Latin America and the Caribbean,"Crude Oil (petroleum), Price index simple average of three spot prices (APSP); Dated Brent, West Texas Intermediate, and the Dubai Fateh","The APSP denotes an equally weighted average of three crude oil spot prices West Texas Intermediate ( WTI ), Dated Brent ( Brent ), and Dubai Fateh ( Dubai ). The prices of these crude oils tend to move together according to the inequality WTI > Brent > Dubai. Their price differentials reflect differences in American Petroleum Institute (API) measure of gravity, sulfur content, and overall weight. The WTI spot price refers to the physical delivery price for a barrel of WTI deliverable to Cushing, Oklahoma. The WTI price is frequently mentioned in the financial press, and is often described as the  headline  oil price. The Brent spot price is the physical delivery price for a barrel of either Dated Brent (UK), Forties (Norway), or Oseberg (Norway) to Sullom Voe, United Kingdom (in the Shetland Islands). The Dubai Fateh spot price refers to the physical price for a barrel of Dubai Fateh deliverable in the Arabian Gulf at Dubai, United Arab Emirates.","Index, 2016=100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PNGASW,Latin America and the Caribbean,"Commodity Natural Gas Price Index includes European, Japanese, and American Natural Gas Price Indices",,"Index, 2016=100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PNGASEU,Latin America and the Caribbean,"Natural Gas, Russian Natural Gas border price in Germany, US$ per million metric British thermal units of gas",,U.S. dollars,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PNGASJP,Latin America and the Caribbean,"Natural Gas, Indonesian Liquified Natural Gas in Japan, US$ per million metric British thermal units of liquid",,U.S. dollars,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PNGASUS,Latin America and the Caribbean,"Natural Gas, Natural Gas spot price at the Henry Hub terminal in Louisiana, US$ per million metric British thermal units of gas",,U.S. dollars,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PCOALW,Latin America and the Caribbean,Commodity Coal Price Index includes Australian and South African Coal,,"Index, 2016=100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PCOALAU,Latin America and the Caribbean,"Coal, Australian thermal coal, 1200- btu/pound, less than 1% sulfur, 14% ash, FOB Newcastle/Port Kembla, US$ per metric tonne",,U.S. dollars,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PCOALSA,Latin America and the Caribbean,"Coal, South African export price, US$ per metric tonne",,U.S. dollars,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PFANDBW,Latin America and the Caribbean,Commodity Food and Beverage Price Index includes Food and Beverage Price Indices,,"Index, 2016=100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PFOODW,Latin America and the Caribbean,"Commodity Food Price Index includes Cereal, Vegetable Oils, Meat, Seafood, Sugar, Bananas, and Oranges Price Indices",,"Index, 2016=100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PCEREW,Latin America and the Caribbean,"Commodity Cereals Price Index includes Wheat, Maize (Corn), Rice, and Barley",,"Index, 2016=100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PWHEAMT,Latin America and the Caribbean,"Wheat, No.1 Hard Red Winter, ordinary protein, FOB Gulf of Mexico, US$ per metric tonne",,U.S. dollars,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PMAIZMT,Latin America and the Caribbean,"Maize (corn), U.S. No.2 Yellow, FOB Gulf of Mexico, U.S. price, US$ per metric tonne",,U.S. dollars,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PRICENPQ,Latin America and the Caribbean,"Rice, 5 percent broken milled white rice, Thailand nominal price quote, US$ per metric tonne",,U.S. dollars,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PBARL,Latin America and the Caribbean,"Barley, Canadian no.1 Western Barley, spot price, US$ per metric tonne",,U.S. dollars,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PVOILW,Latin America and the Caribbean,"Commodity Vegetable Oil Index includes Soybean, Soybean Meal, Soybean Oil, Rapeseed Oil, Palm Oil, Sunflower Oil, Olive Oil, Fishmeal, and Groundnut Price Indices",,"Index, 2016=100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PSOYB,Latin America and the Caribbean,"Soybeans, U.S. soybeans, Chicago Soybean futures contract (first contract forward) No. 2 yellow and par, US$ per metric tonne",,U.S. dollars,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PSMEA,Latin America and the Caribbean,"Soybean Meal, Chicago Soybean Meal Futures (first contract forward) Minimum 48 percent protein, US$ per metric tonne",,U.S. dollars,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PSOIL,Latin America and the Caribbean,"Soybean Oil, Chicago Soybean Oil Futures (first contract forward) exchange approved grades, US$ per metric tonne",,U.S. dollars,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PROIL,Latin America and the Caribbean,"Rapeseed oil, crude, FOB Rotterdam, US$ per metric ton",,U.S. dollars,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
